datetime,1m,2m,3m,4m,5m,8m,10m,15m,20m,30m,1h,2h,4h,8h,more,count
2016-01-14 11:45:15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 12:03:10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 12:17:56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 12:37:12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 12:52:18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 13:17:11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 13:45:52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-01-14 14:03:49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 14:31:14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 14:54:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 15:11:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 15:36:10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-01-14 15:51:08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 16:00:39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 16:12:39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-01-14 16:23:13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 16:31:45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 16:47:08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 17:00:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 17:11:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 17:22:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 17:31:58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 17:41:25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 17:52:32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 18:03:56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 18:14:40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-01-14 18:32:06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 18:42:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 18:54:17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 19:08:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 19:25:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 19:39:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 19:55:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 20:10:32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 20:23:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 20:43:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 20:53:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 21:10:50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 21:33:08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 21:45:10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 21:56:33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 22:10:31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 22:25:27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 22:41:10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 22:57:14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 23:13:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 23:25:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-14 23:38:19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-14 23:51:50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 00:16:20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 01:20:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 02:33:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 00:06:32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 00:39:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 01:07:40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 01:33:13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 02:01:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 02:30:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 03:04:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 03:29:11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-01-15 04:09:41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 04:43:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 05:12:22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 05:47:51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 06:14:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 06:42:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 07:14:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 07:47:58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 08:11:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 08:32:39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 09:16:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 09:31:39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 09:43:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 10:00:30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 10:13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 10:23:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 10:34:11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 10:45:02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 10:55:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 11:03:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 11:12:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 11:22:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 11:32:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 11:44:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 11:56:25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 12:09:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 12:23:42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 12:42:18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 13:03:35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 13:22:33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 13:34:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 13:46:27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 13:56:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 14:07:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 14:18:34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 14:29:15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 14:42:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 14:54:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 15:24:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 15:39:26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 15:51:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 16:03:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 16:16:49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-01-15 16:38:54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 16:57:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 17:09:38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 17:25:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 17:39:14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 17:52:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 18:25:09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 18:42:43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 19:12:24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 19:28:49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 19:53:39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 20:17:58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 20:40:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-15 21:18:07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 21:52:56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-15 22:53:08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 00:54:19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 00:51:04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 01:48:40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 02:49:21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 03:46:46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 04:31:32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 05:53:28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 07:02:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 07:42:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 08:28:55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 09:09:56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 09:22:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 09:48:02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 10:36:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 11:27:33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 11:58:18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 12:22:38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 12:40:28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 12:51:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 13:02:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 13:12:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 13:23:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 13:41:02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 14:06:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 14:28:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 14:40:32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 14:51:38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 15:03:23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 15:14:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 15:31:01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 15:59:15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 16:28:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 16:51:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 17:56:43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 18:55:41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 20:00:32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 20:40:23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-16 22:01:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-16 23:44:05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 00:56:03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 01:56:52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 03:41:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-17 05:34:39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 07:16:01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 08:20:30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 08:41:48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 09:27:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-17 10:46:41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 11:37:17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 11:58:15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 12:22:14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 12:54:07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 13:18:12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 13:44:51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 14:09:02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 14:33:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-17 15:02:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 15:33:28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 15:57:44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 16:56:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 19:18:18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 20:23:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-17 20:49:06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 22:07:01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-17 23:17:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 00:21:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 00:44:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 01:43:33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 03:42:21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 05:45:18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 07:09:37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 08:10:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 08:51:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 09:21:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 10:06:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 10:53:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 11:35:27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 12:28:07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 12:43:01,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2016-01-18 12:51:01,10,21,18,0,0,0,0,0,0,0,0,0,0,0,0,49
2016-01-18 12:59:57,15,16,15,13,14,5,0,0,0,0,0,0,0,0,0,78
2016-01-18 13:08:31,16,18,18,12,16,10,0,0,0,0,0,0,0,0,0,90
2016-01-18 13:16:32,23,21,23,26,24,46,0,0,0,0,0,0,0,0,0,163
2016-01-18 13:23:49,21,21,24,20,22,74,46,2,0,0,0,0,0,0,0,230
2016-01-18 13:32:20,15,16,16,19,12,61,45,76,0,0,0,0,0,0,0,260
2016-01-18 13:40:36,21,19,23,15,15,48,34,83,38,0,0,0,0,0,0,296
2016-01-18 13:48:25,21,20,23,20,27,64,42,82,58,0,0,0,0,0,0,357
2016-01-18 13:55:37,25,21,23,20,18,71,43,112,79,0,0,0,0,0,0,412
2016-01-18 14:03:44,13,14,12,22,16,64,44,110,114,26,0,0,0,0,0,435
2016-01-18 14:15:01,9,10,5,3,6,28,31,70,103,97,0,0,0,0,0,362
2016-01-18 14:29:47,7,3,2,7,9,20,6,29,33,103,0,0,0,0,0,219
2016-01-18 14:47:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 15:13:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 15:40:17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 15:59:01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 16:20:19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 16:37:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 17:08:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 17:56:47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 18:32:13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 18:58:46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 19:45:34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 20:29:16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 20:58:35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 21:34:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-18 22:12:14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 22:52:49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-18 23:35:45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 00:17:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 01:09:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 01:34:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 02:02:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 02:22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 02:42:36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 03:07:51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 03:28:33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 03:52:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 04:18:31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 04:46:35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 05:11:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 05:27:16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 05:53:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 06:19:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 06:44:46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 07:08:22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 07:36:38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 08:04:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 08:23:06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 08:39:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 08:48:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 09:07:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 09:33:53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 10:12:46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 10:50:29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 11:04:37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2016-01-19 11:13:10,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2016-01-19 11:21:31,20,14,14,0,0,0,0,0,0,0,0,0,0,0,0,48
2016-01-19 11:29:20,37,20,21,13,0,0,0,0,0,0,0,0,0,0,0,91
2016-01-19 11:36:06,21,22,18,18,16,0,0,0,0,0,0,0,0,0,0,95
2016-01-19 11:43:40,19,13,21,15,11,18,0,0,0,0,0,0,0,0,0,97
2016-01-19 11:51:47,20,14,21,18,18,9,0,0,0,0,0,0,0,0,0,100
2016-01-19 11:59:36,19,19,20,21,25,15,0,0,0,0,0,0,0,0,0,119
2016-01-19 12:08:24,22,17,14,27,8,19,0,0,0,0,0,0,0,0,0,107
2016-01-19 12:15:50,23,17,22,23,20,54,0,0,0,0,0,0,0,0,0,159
2016-01-19 12:24:20,19,15,16,19,20,69,12,0,0,0,0,0,0,0,0,170
2016-01-19 12:38:25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 13:22:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 13:50:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 14:05:44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 14:18:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 14:39:39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 15:00:26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 15:27:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 15:48:32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 16:24:08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 16:58:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 17:38:56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 18:03:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-19 18:26:03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2016-01-19 18:57:10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 19:34:13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 20:17:24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 20:49:37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-19 21:24:41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
